clean_MAG,MAG,OTU_ID,phylum,host_family
MAG_225,raw-080913-8-1-ph_rerun_bin_41,mOTU_54991,Bacillota_A,Eubacteriaceae
MAG_222,raw-080913-8-1-ph_rerun_bin_37,mOTU_122071,Desulfobacterota,Desulfovibrionaceae
MAG_206,raw-080913-8-1-ph_bin_7,mOTU_56382,Desulfobacterota,Adiutricaceae
MAG_238,raw-080913-8-1-ph_rerun_bin_72,mOTU_57239,Bacillota,Streptococcaceae
MAG_207,raw-080913-8-1-ph_bin_8,mOTU_116822,Desulfobacterota,Desulfovibrionaceae
MAG_185,raw-080913-8-1-ph_bin_38,mOTU_59630,Bacillota_A,Christensenellaceae
MAG_226,raw-080913-8-1-ph_rerun_bin_45,mOTU_55006,Bacillota_A,Eubacteriaceae
MAG_230,raw-080913-8-1-ph_rerun_bin_53,mOTU_54859,Bacillota,Streptococcaceae
MAG_214,raw-080913-8-1-ph_rerun_bin_20,mOTU_59511,Bacillota_A,Peptostreptococcaceae
MAG_202,raw-080913-8-1-ph_bin_66,mOTU_55247,Actinomycetota,Propionibacteriaceae
MAG_194,raw-080913-8-1-ph_bin_50,mOTU_113950,Pseudomonadota,Burkholderiaceae
MAG_223,raw-080913-8-1-ph_rerun_bin_39,mOTU_56667,Desulfobacterota,UBA2174_A
MAG_224,raw-080913-8-1-ph_rerun_bin_40,mOTU_55077,Bacillota,Enterococcaceae
MAG_239,raw-080913-8-1-ph_rerun_bin_73,mOTU_56136,Bacillota_A,Ruminococcaceae
MAG_179,raw-080913-8-1-ph_bin_23,mOTU_55007,Bacillota_A,Ruminococcaceae
MAG_173,raw-080913-8-1-ph_bin_15,mOTU_56415,Bacillota_A,Ruminococcaceae
MAG_188,raw-080913-8-1-ph_bin_40,mOTU_118098,Pseudomonadota,Rhodocyclaceae
MAG_201,raw-080913-8-1-ph_bin_65,mOTU_57523,Bacillota,Lactobacillaceae
MAG_183,raw-080913-8-1-ph_bin_31,mOTU_56133,Bacillota_A,Christensenellaceae
MAG_234,raw-080913-8-1-ph_rerun_bin_61,mOTU_26562,Bacillota,Gemellaceae
MAG_196,raw-080913-8-1-ph_bin_57,mOTU_71191,Pseudomonadota,Pasteurellaceae
MAG_200,raw-080913-8-1-ph_bin_64,mOTU_71736,Bacillota,Streptococcaceae
MAG_237,raw-080913-8-1-ph_rerun_bin_71,mOTU_26676,Bacillota,Gemellaceae
MAG_12,raw-080613-5-ph_rerun_bin_25,mOTU_65548,Actinomycetota,Mycobacteriaceae
MAG_29,raw-080613-5-ph_rerun_bin_43,mOTU_65423,Actinomycetota,Mycobacteriaceae
MAG_14,raw-080613-5-ph_rerun_bin_27,mOTU_73014,Actinomycetota,Beutenbergiaceae
MAG_46,raw-080613-5-ph_rerun_bin_7,mOTU_65236,Actinomycetota,Micromonosporaceae
MAG_39,raw-080613-5-ph_rerun_bin_56,mOTU_82025,Bacillota,Aerococcaceae
MAG_22,raw-080613-5-ph_rerun_bin_35,mOTU_24893,Bacillota,Staphylococcaceae
MAG_11,raw-080613-5-ph_rerun_bin_24,mOTU_65624,Actinomycetota,Propionibacteriaceae
MAG_13,raw-080613-5-ph_rerun_bin_26,mOTU_73103,Actinomycetota,Dermabacteraceae
MAG_48,raw-080613-5-ph_rerun_bin_8,mOTU_65659,Actinomycetota,Nakamurellaceae
MAG_13,raw-080613-5-ph_rerun_bin_26,mOTU_65433,Actinomycetota,Dermabacteraceae
MAG_216,raw-080913-8-1-ph_rerun_bin_25,mOTU_27646,Actinomycetota,Mycobacteriaceae
MAG_193,raw-080913-8-1-ph_bin_48,mOTU_73403,Actinomycetota,Mycobacteriaceae
MAG_35,raw-080613-5-ph_rerun_bin_50,mOTU_82071,Bacillota,Streptococcaceae
MAG_7,raw-080613-5-ph_rerun_bin_18,mOTU_73331,Actinomycetota,Dermatophilaceae
MAG_41,raw-080613-5-ph_rerun_bin_59,mOTU_73157,Actinomycetota,Mycobacteriaceae
MAG_5,raw-080613-5-ph_rerun_bin_15,mOTU_65249,Actinomycetota,Dermatophilaceae
MAG_21,raw-080613-5-ph_rerun_bin_34,mOTU_61081,Actinomycetota,Nocardioidaceae
MAG_180,raw-080913-8-1-ph_bin_26,mOTU_65479,Actinomycetota,Actinomycetaceae
MAG_31,raw-080613-5-ph_rerun_bin_46,mOTU_78700,Actinomycetota,Mycobacteriaceae
MAG_30,raw-080613-5-ph_rerun_bin_44,mOTU_60852,Bacillota,Staphylococcaceae
MAG_175,raw-080913-8-1-ph_bin_17,mOTU_73234,Actinomycetota,Actinomycetaceae
MAG_235,raw-080913-8-1-ph_rerun_bin_63,mOTU_26720,Bacillota,Gemellaceae
MAG_182,raw-080913-8-1-ph_bin_29,mOTU_82534,Bacillota,Enterococcaceae
MAG_16,raw-080613-5-ph_rerun_bin_2,mOTU_61861,Thermoproteota,JANJXX01; Unclassified order; Unclassified family
MAG_42,raw-080613-5-ph_rerun_bin_5,mOTU_73248,Actinomycetota,Propionibacteriaceae
MAG_192,raw-080913-8-1-ph_bin_47,mOTU_71170,Pseudomonadota,Pasteurellaceae
MAG_43,raw-080613-5-ph_rerun_bin_63,mOTU_77132,Bacillota,Staphylococcaceae
MAG_25,raw-080613-5-ph_rerun_bin_3,mOTU_73122,Actinomycetota,Streptosporangiaceae
MAG_17,raw-080613-5-ph_rerun_bin_30,mOTU_77141,Bacillota,Staphylococcaceae
MAG_6,raw-080613-5-ph_rerun_bin_16,mOTU_78664,Actinomycetota,Jatrophihabitantaceae
MAG_22,raw-080613-5-ph_rerun_bin_35,mOTU_60851,Bacillota,Staphylococcaceae
MAG_1,raw-080613-5-ph_rerun_bin_10,mOTU_73356,Actinomycetota,Mycobacteriaceae
MAG_32,raw-080613-5-ph_rerun_bin_47,mOTU_78535,Actinomycetota,Mycobacteriaceae
MAG_209,raw-080913-8-1-ph_rerun_bin_12,mOTU_71272,Pseudomonadota,Burkholderiaceae_A
MAG_96,raw-080913-2_bin_33,mOTU_82159,Pseudomonadota,Enterobacteriaceae
MAG_44,raw-080613-5-ph_rerun_bin_6,mOTU_62743,Actinomycetota,Micromonosporaceae
MAG_219,raw-080913-8-1-ph_rerun_bin_32,mOTU_82592,Bacillota,Streptococcaceae
MAG_52,raw-080813-7-mc_bin_10,mOTU_82132,Pseudomonadota,Rhizobiaceae
MAG_50,raw-080813-7-mc_bin_7,mOTU_82037,Bacillota,Enterococcaceae
MAG_81,raw-080913-2_bin_130,mOTU_82461,Bacillota,Streptococcaceae
MAG_61,raw-080813-7-mc_bin_27,mOTU_71723,Bacillota,Streptococcaceae
MAG_53,raw-080813-7-mc_bin_11,mOTU_82547,Bacillota,Enterococcaceae
MAG_56,raw-080813-7-mc_bin_17,mOTU_61074,Actinomycetota,Mycobacteriaceae
MAG_54,raw-080813-7-mc_bin_12,mOTU_82427,Bacillota,Enterococcaceae
MAG_55,raw-080813-7-mc_bin_13,mOTU_82404,Bacillota,Enterococcaceae
MAG_77,raw-080913-2_bin_123,mOTU_26756,Bacillota,Gemellaceae
MAG_171,raw-080913-2_rerun_bin_94,mOTU_24904,Bacillota,Staphylococcaceae
MAG_96,raw-080913-2_bin_33,mOTU_82157,Pseudomonadota,Enterobacteriaceae
MAG_59,raw-080813-7-mc_bin_25,mOTU_26296,Bacillota,Lactobacillaceae
MAG_67,raw-080913-2_bin_107,mOTU_78539,Actinomycetota,Mycobacteriaceae
MAG_82,raw-080913-2_bin_137,mOTU_26753,Bacillota,Gemellaceae
MAG_114,raw-080913-2_bin_54,mOTU_70889,Pseudomonadota,Rhizobiaceae
MAG_73,raw-080913-2_bin_116,mOTU_73189,Actinomycetota,Dermatophilaceae
MAG_151,raw-080913-2_rerun_bin_25,mOTU_71804,Pseudomonadota,Enterobacteriaceae
MAG_131,raw-080913-2_bin_80,mOTU_65319,Actinomycetota,Actinomycetaceae
MAG_125,raw-080913-2_bin_70,mOTU_78766,Actinomycetota,Mycobacteriaceae
MAG_101,raw-080913-2_bin_3,mOTU_27503,Thermoproteota,JANJXX01; Unclassified order; Unclassified family
MAG_168,raw-080913-2_rerun_bin_86,mOTU_65438,Actinomycetota,Dermatophilaceae
MAG_124,raw-080913-2_bin_6,mOTU_73175,Actinomycetota,Streptomycetaceae
MAG_152,raw-080913-2_rerun_bin_29,mOTU_65334,Actinomycetota,Geodermatophilaceae
MAG_156,raw-080913-2_rerun_bin_52,mOTU_65842,Actinomycetota,Beutenbergiaceae
MAG_92,raw-080913-2_bin_26,mOTU_61002,Actinomycetota,Mycobacteriaceae
MAG_155,raw-080913-2_rerun_bin_39,mOTU_62802,Actinomycetota,Nocardioidaceae
MAG_102,raw-080913-2_bin_40,mOTU_62735,Actinomycetota,Nocardioidaceae
MAG_88,raw-080913-2_bin_20,mOTU_73230,Actinomycetota,Mycobacteriaceae
MAG_108,raw-080913-2_bin_46,mOTU_65821,Actinomycetota,Brevibacteriaceae
MAG_117,raw-080913-2_bin_60,mOTU_65643,Actinomycetota,JAAYBP01
MAG_155,raw-080913-2_rerun_bin_39,mOTU_62705,Actinomycetota,Nocardioidaceae
MAG_143,raw-080913-2_bin_99,mOTU_82195,Pseudomonadota,Xanthomonadaceae
MAG_112,raw-080913-2_bin_51,mOTU_73358,Actinomycetota,Propionibacteriaceae
MAG_70,raw-080913-2_bin_111,mOTU_78292,Bacillota,Lactobacillaceae
MAG_122,raw-080913-2_bin_66,mOTU_64432,Actinomycetota,Mycobacteriaceae
MAG_138,raw-080913-2_bin_89,mOTU_73054,Actinomycetota,Dermatophilaceae
MAG_162,raw-080913-2_rerun_bin_64,mOTU_73412,Actinomycetota,JAAYBP01
MAG_132,raw-080913-2_bin_81,mOTU_82141,Pseudomonadota,Enterobacteriaceae
MAG_127,raw-080913-2_bin_74,mOTU_27628,Actinomycetota,Propionibacteriaceae
MAG_103,raw-080913-2_bin_41,mOTU_65471,Actinomycetota,Solirubrobacteraceae
MAG_116,raw-080913-2_bin_58,mOTU_61005,Actinomycetota,Dermatophilaceae
MAG_150,raw-080913-2_rerun_bin_19,mOTU_82031,Pseudomonadota,Enterobacteriaceae
MAG_134,raw-080913-2_bin_84,mOTU_72878,Actinomycetota,Microbacteriaceae
MAG_104,raw-080913-2_bin_42,mOTU_62770,Actinomycetota,Nocardioidaceae
MAG_133,raw-080913-2_bin_82,mOTU_62773,Actinomycetota,Nocardioidaceae
MAG_169,raw-080913-2_rerun_bin_8,mOTU_76629,Bacillota_A,Lachnospiraceae
MAG_116,raw-080913-2_bin_58,mOTU_61022,Actinomycetota,Dermatophilaceae
MAG_64,raw-080913-2_bin_103,mOTU_60830,Actinomycetota,Microbacteriaceae
MAG_111,raw-080913-2_bin_50,mOTU_78693,Actinomycetota,Solirubrobacteraceae
MAG_109,raw-080913-2_bin_47,mOTU_65313,Actinomycetota,Brevibacteriaceae
MAG_98,raw-080913-2_bin_36,mOTU_73922,Pseudomonadota,Beijerinckiaceae
MAG_145,raw-080913-2_rerun_bin_103,mOTU_64284,Actinomycetota,Microbacteriaceae
MAG_147,raw-080913-2_rerun_bin_111,mOTU_65117,Actinomycetota,Actinomycetaceae
MAG_93,raw-080913-2_bin_27,mOTU_65188,Actinomycetota,Nocardioidaceae
MAG_154,raw-080913-2_rerun_bin_34,mOTU_73364,Actinomycetota,Antricoccaceae
MAG_75,raw-080913-2_bin_119,mOTU_27701,Bacillota_A,Ruminococcaceae
MAG_107,raw-080913-2_bin_45,mOTU_65354,Deinococcota,Trueperaceae
MAG_71,raw-080913-2_bin_113,mOTU_23387,Bacillota,Erysipelotrichaceae
MAG_121,raw-080913-2_bin_65,mOTU_65530,Actinomycetota,Brevibacteriaceae
MAG_135,raw-080913-2_bin_85,mOTU_65545,Actinomycetota,Nocardioidaceae
MAG_160,raw-080913-2_rerun_bin_59,mOTU_62704,Actinomycetota,Dermatophilaceae
MAG_161,raw-080913-2_rerun_bin_5,mOTU_65207,Actinomycetota,Streptomycetaceae
MAG_95,raw-080913-2_bin_32,mOTU_78643,Actinomycetota,Geodermatophilaceae
MAG_100,raw-080913-2_bin_38,mOTU_65329,Actinomycetota,JAAYBP01
MAG_144,raw-080913-2_rerun_bin_100,mOTU_65517,Actinomycetota,JAAYBP01
MAG_91,raw-080913-2_bin_23,mOTU_62810,Actinomycetota,Dermatophilaceae
MAG_85,raw-080913-2_bin_15,mOTU_23459,Bacillota_A,Lachnospiraceae
MAG_115,raw-080913-2_bin_57,mOTU_60967,Actinomycetota,Nakamurellaceae
MAG_158,raw-080913-2_rerun_bin_55,mOTU_61035,Actinomycetota,Nocardioidaceae
MAG_167,raw-080913-2_rerun_bin_79,mOTU_65409,Actinomycetota,Nocardioidaceae
MAG_149,raw-080913-2_rerun_bin_17,mOTU_64919,Actinomycetota,Mycobacteriaceae
MAG_146,raw-080913-2_rerun_bin_105,mOTU_65539,Actinomycetota,Microbacteriaceae
MAG_157,raw-080913-2_rerun_bin_54,mOTU_82185,Pseudomonadota,Acetobacteraceae
MAG_142,raw-080913-2_bin_97,mOTU_23405,Bacillota_A,Peptostreptococcaceae
MAG_63,raw-080913-2_bin_100,mOTU_61614,Bacillota,Lactobacillales; Unclassified family
MAG_74,raw-080913-2_bin_117,mOTU_78619,Bacteroidota,Dysgonomonadaceae
MAG_79,raw-080913-2_bin_128,mOTU_61615,Bacillota,Lactobacillaceae
MAG_99,raw-080913-2_bin_37,mOTU_73174,Actinomycetota,JAAYBP01
MAG_163,raw-080913-2_rerun_bin_71,mOTU_65351,Actinomycetota,Actinomycetaceae
MAG_86,raw-080913-2_bin_18,mOTU_82544,Bacillota,Enterococcaceae
MAG_159,raw-080913-2_rerun_bin_56,mOTU_65159,Actinomycetota,Mycobacteriaceae
MAG_76,raw-080913-2_bin_122,mOTU_82165,Bacillota,Lactobacillaceae
MAG_238,raw-080913-8-1-ph_rerun_bin_72,mOTU_71781,Bacillota,Streptococcaceae
MAG_229,raw-080913-8-1-ph_rerun_bin_52,mOTU_71154,Desulfobacterota,Desulfovibrionaceae
MAG_186,raw-080913-8-1-ph_bin_39,mOTU_71153,Desulfobacterota,Desulfovibrionaceae
MAG_222,raw-080913-8-1-ph_rerun_bin_37,mOTU_71153,Desulfobacterota,Desulfovibrionaceae
MAG_210,raw-080913-8-1-ph_rerun_bin_13,mOTU_82424,Bacillota,Enterococcaceae
MAG_183,raw-080913-8-1-ph_bin_31,mOTU_67557,Bacillota_A,Christensenellaceae
MAG_207,raw-080913-8-1-ph_bin_8,mOTU_82175,Desulfobacterota,Desulfovibrionaceae
MAG_227,raw-080913-8-1-ph_rerun_bin_49,mOTU_61619,Bacillota,Streptococcaceae
MAG_184,raw-080913-8-1-ph_bin_33,mOTU_27523,Bacillota_A,Acutalibacteraceae
MAG_185,raw-080913-8-1-ph_bin_38,mOTU_82060,Bacillota_A,Christensenellaceae
MAG_182,raw-080913-8-1-ph_bin_29,mOTU_71606,Bacillota,Enterococcaceae
MAG_176,raw-080913-8-1-ph_bin_20,mOTU_71774,Bacillota,Enterococcaceae
MAG_215,raw-080913-8-1-ph_rerun_bin_24,mOTU_65789,Verrucomicrobiota,Akkermansiaceae
MAG_204,raw-080913-8-1-ph_bin_6,mOTU_71208,Desulfobacterota,Desulfovibrionaceae
MAG_213,raw-080913-8-1-ph_rerun_bin_1,mOTU_71160,Pseudomonadota,Enterobacteriaceae
MAG_228,raw-080913-8-1-ph_rerun_bin_4,mOTU_82549,Bacillota,Enterococcaceae
MAG_179,raw-080913-8-1-ph_bin_23,mOTU_73180,Bacillota_A,Ruminococcaceae
MAG_187,raw-080913-8-1-ph_bin_3,mOTU_24423,Planctomycetota,Thermoguttaceae
MAG_172,raw-080913-8-1-ph_bin_13,mOTU_82632,Bacillota,Enterococcaceae
MAG_199,raw-080913-8-1-ph_bin_63,mOTU_23381,Bacillota_A,Lachnospiraceae
MAG_177,raw-080913-8-1-ph_bin_21,mOTU_82343,Desulfobacterota,Desulfobulbaceae
MAG_225,raw-080913-8-1-ph_rerun_bin_41,mOTU_78829,Bacillota_A,Eubacteriaceae
MAG_224,raw-080913-8-1-ph_rerun_bin_40,mOTU_75489,Bacillota,Enterococcaceae
MAG_220,raw-080913-8-1-ph_rerun_bin_34,mOTU_71232,Desulfobacterota,Desulfovibrionaceae
MAG_239,raw-080913-8-1-ph_rerun_bin_73,mOTU_64059,Bacillota_A,Ruminococcaceae
MAG_212,raw-080913-8-1-ph_rerun_bin_19,mOTU_82550,Bacillota,Enterococcaceae
MAG_218,raw-080913-8-1-ph_rerun_bin_31,mOTU_28073,Desulfobacterota,Desulfovibrionaceae
MAG_223,raw-080913-8-1-ph_rerun_bin_39,mOTU_71280,Desulfobacterota,UBA2174_A
MAG_178,raw-080913-8-1-ph_bin_22,mOTU_71261,Desulfobacterota,Desulfovibrionaceae
MAG_181,raw-080913-8-1-ph_bin_28,mOTU_82519,Bacillota,Enterococcaceae
MAG_188,raw-080913-8-1-ph_bin_40,mOTU_82340,Pseudomonadota,Rhodocyclaceae
MAG_194,raw-080913-8-1-ph_bin_50,mOTU_71578,Pseudomonadota,Burkholderiaceae
MAG_214,raw-080913-8-1-ph_rerun_bin_20,mOTU_26410,Bacillota_A,Peptostreptococcaceae
MAG_174,raw-080913-8-1-ph_bin_16,mOTU_26204,Bacillota_A,Clostridiaceae
MAG_197,raw-080913-8-1-ph_bin_5,mOTU_64331,Bacillota_A,CAG-74
MAG_214,raw-080913-8-1-ph_rerun_bin_20,mOTU_26705,Bacillota_A,Peptostreptococcaceae
MAG_206,raw-080913-8-1-ph_bin_7,mOTU_73897,Desulfobacterota,Adiutricaceae
MAG_173,raw-080913-8-1-ph_bin_15,mOTU_72876,Bacillota_A,Ruminococcaceae
MAG_208,raw-080913-8-1-ph_bin_9,mOTU_71219,Desulfobacterota,Desulfovibrionaceae
MAG_221,raw-080913-8-1-ph_rerun_bin_36,mOTU_25177,Bacillota_A,Eubacteriaceae
MAG_230,raw-080913-8-1-ph_rerun_bin_53,mOTU_82556,Bacillota,Streptococcaceae
MAG_201,raw-080913-8-1-ph_bin_65,mOTU_61616,Bacillota,Lactobacillaceae
MAG_189,raw-080913-8-1-ph_bin_43,mOTU_73895,Desulfobacterota,Adiutricaceae
MAG_226,raw-080913-8-1-ph_rerun_bin_45,mOTU_25181,Bacillota_A,Eubacteriaceae
MAG_196,raw-080913-8-1-ph_bin_57,mOTU_46539,Pseudomonadota,Pasteurellaceae
MAG_234,raw-080913-8-1-ph_rerun_bin_61,mOTU_47923,Bacillota,Gemellaceae
MAG_13,raw-080613-5-ph_rerun_bin_26,mOTU_50784,Actinomycetota,Dermabacteraceae
MAG_29,raw-080613-5-ph_rerun_bin_43,mOTU_51688,Actinomycetota,Mycobacteriaceae
MAG_12,raw-080613-5-ph_rerun_bin_25,mOTU_46256,Actinomycetota,Mycobacteriaceae
MAG_234,raw-080913-8-1-ph_rerun_bin_61,mOTU_47775,Bacillota,Gemellaceae
MAG_200,raw-080913-8-1-ph_bin_64,mOTU_53669,Bacillota,Streptococcaceae
MAG_25,raw-080613-5-ph_rerun_bin_3,mOTU_51323,Actinomycetota,Streptosporangiaceae
MAG_11,raw-080613-5-ph_rerun_bin_24,mOTU_50592,Actinomycetota,Propionibacteriaceae
MAG_35,raw-080613-5-ph_rerun_bin_50,mOTU_51933,Bacillota,Streptococcaceae
MAG_21,raw-080613-5-ph_rerun_bin_34,mOTU_52063,Actinomycetota,Nocardioidaceae
MAG_14,raw-080613-5-ph_rerun_bin_27,mOTU_51836,Actinomycetota,Beutenbergiaceae
MAG_31,raw-080613-5-ph_rerun_bin_46,mOTU_48379,Actinomycetota,Mycobacteriaceae
MAG_12,raw-080613-5-ph_rerun_bin_25,mOTU_46253,Actinomycetota,Mycobacteriaceae
MAG_9,raw-080613-5-ph_rerun_bin_20,mOTU_51160,Actinomycetota,Mycobacteriaceae
MAG_5,raw-080613-5-ph_rerun_bin_15,mOTU_51356,Actinomycetota,Dermatophilaceae
MAG_22,raw-080613-5-ph_rerun_bin_35,mOTU_53848,Bacillota,Staphylococcaceae
MAG_7,raw-080613-5-ph_rerun_bin_18,mOTU_46347,Actinomycetota,Dermatophilaceae
MAG_209,raw-080913-8-1-ph_rerun_bin_12,mOTU_53511,Pseudomonadota,Burkholderiaceae_A
MAG_30,raw-080613-5-ph_rerun_bin_44,mOTU_46260,Bacillota,Staphylococcaceae
MAG_23,raw-080613-5-ph_rerun_bin_38,mOTU_46211,Actinomycetota,Mycobacteriaceae
MAG_6,raw-080613-5-ph_rerun_bin_16,mOTU_51569,Actinomycetota,Jatrophihabitantaceae
MAG_238,raw-080913-8-1-ph_rerun_bin_72,mOTU_53645,Bacillota,Streptococcaceae
MAG_192,raw-080913-8-1-ph_bin_47,mOTU_48185,Pseudomonadota,Pasteurellaceae
MAG_48,raw-080613-5-ph_rerun_bin_8,mOTU_46399,Actinomycetota,Nakamurellaceae
MAG_27,raw-080613-5-ph_rerun_bin_41,mOTU_51301,Actinomycetota,Brevibacteriaceae
MAG_180,raw-080913-8-1-ph_bin_26,mOTU_51361,Actinomycetota,Actinomycetaceae
MAG_1,raw-080613-5-ph_rerun_bin_10,mOTU_46311,Actinomycetota,Mycobacteriaceae
MAG_175,raw-080913-8-1-ph_bin_17,mOTU_51440,Actinomycetota,Actinomycetaceae
MAG_15,raw-080613-5-ph_rerun_bin_28,mOTU_46028,Bacillota,Staphylococcaceae
MAG_23,raw-080613-5-ph_rerun_bin_38,mOTU_51100,Actinomycetota,Mycobacteriaceae
MAG_39,raw-080613-5-ph_rerun_bin_56,mOTU_53708,Bacillota,Aerococcaceae
MAG_42,raw-080613-5-ph_rerun_bin_5,mOTU_50665,Actinomycetota,Propionibacteriaceae
MAG_216,raw-080913-8-1-ph_rerun_bin_25,mOTU_48384,Actinomycetota,Mycobacteriaceae
MAG_17,raw-080613-5-ph_rerun_bin_30,mOTU_48421,Bacillota,Staphylococcaceae
MAG_46,raw-080613-5-ph_rerun_bin_7,mOTU_53844,Actinomycetota,Micromonosporaceae
MAG_235,raw-080913-8-1-ph_rerun_bin_63,mOTU_48101,Bacillota,Gemellaceae
MAG_32,raw-080613-5-ph_rerun_bin_47,mOTU_46472,Actinomycetota,Mycobacteriaceae
MAG_44,raw-080613-5-ph_rerun_bin_6,mOTU_46379,Actinomycetota,Micromonosporaceae
MAG_18,raw-080613-5-ph_rerun_bin_31,mOTU_46309,Actinomycetota,Mycobacteriaceae
MAG_219,raw-080913-8-1-ph_rerun_bin_32,mOTU_48301,Bacillota,Streptococcaceae
MAG_53,raw-080813-7-mc_bin_11,mOTU_48152,Bacillota,Enterococcaceae
MAG_81,raw-080913-2_bin_130,mOTU_46239,Bacillota,Streptococcaceae
MAG_77,raw-080913-2_bin_123,mOTU_47697,Bacillota,Gemellaceae
MAG_52,raw-080813-7-mc_bin_10,mOTU_45892,Pseudomonadota,Rhizobiaceae
MAG_58,raw-080813-7-mc_bin_24,mOTU_52101,Bacillota,Streptococcaceae
MAG_56,raw-080813-7-mc_bin_17,mOTU_51089,Actinomycetota,Mycobacteriaceae
MAG_55,raw-080813-7-mc_bin_13,mOTU_53883,Bacillota,Enterococcaceae
MAG_59,raw-080813-7-mc_bin_25,mOTU_48461,Bacillota,Lactobacillaceae
MAG_54,raw-080813-7-mc_bin_12,mOTU_53697,Bacillota,Enterococcaceae
MAG_82,raw-080913-2_bin_137,mOTU_45994,Bacillota,Gemellaceae
MAG_171,raw-080913-2_rerun_bin_94,mOTU_52317,Bacillota,Staphylococcaceae
MAG_67,raw-080913-2_bin_107,mOTU_51377,Actinomycetota,Mycobacteriaceae
MAG_61,raw-080813-7-mc_bin_27,mOTU_47709,Bacillota,Streptococcaceae
MAG_50,raw-080813-7-mc_bin_7,mOTU_48158,Bacillota,Enterococcaceae
MAG_230,raw-080913-8-1-ph_rerun_bin_53,mOTU_53930,Bacillota,Streptococcaceae
MAG_114,raw-080913-2_bin_54,mOTU_50512,Pseudomonadota,Rhizobiaceae
MAG_73,raw-080913-2_bin_116,mOTU_46478,Actinomycetota,Dermatophilaceae
MAG_99,raw-080913-2_bin_37,mOTU_50656,Actinomycetota,JAAYBP01
MAG_138,raw-080913-2_bin_89,mOTU_48935,Actinomycetota,Dermatophilaceae
MAG_92,raw-080913-2_bin_26,mOTU_52061,Actinomycetota,Mycobacteriaceae
MAG_167,raw-080913-2_rerun_bin_79,mOTU_53802,Actinomycetota,Nocardioidaceae
MAG_93,raw-080913-2_bin_27,mOTU_51866,Actinomycetota,Nocardioidaceae
MAG_182,raw-080913-8-1-ph_bin_29,mOTU_48138,Bacillota,Enterococcaceae
MAG_144,raw-080913-2_rerun_bin_100,mOTU_53749,Actinomycetota,JAAYBP01
MAG_91,raw-080913-2_bin_23,mOTU_51426,Actinomycetota,Dermatophilaceae
MAG_108,raw-080913-2_bin_46,mOTU_51724,Actinomycetota,Brevibacteriaceae
MAG_155,raw-080913-2_rerun_bin_39,mOTU_46328,Actinomycetota,Nocardioidaceae
MAG_168,raw-080913-2_rerun_bin_86,mOTU_51481,Actinomycetota,Dermatophilaceae
MAG_116,raw-080913-2_bin_58,mOTU_53831,Actinomycetota,Dermatophilaceae
MAG_103,raw-080913-2_bin_41,mOTU_53436,Actinomycetota,Solirubrobacteraceae
MAG_152,raw-080913-2_rerun_bin_29,mOTU_46121,Actinomycetota,Geodermatophilaceae
MAG_65,raw-080913-2_bin_105,mOTU_50633,Actinomycetota,Propionibacteriaceae
MAG_120,raw-080913-2_bin_64,mOTU_52300,Pseudomonadota,Enterobacteriaceae
MAG_90,raw-080913-2_bin_22,mOTU_51142,Actinomycetota,Mycobacteriaceae
MAG_95,raw-080913-2_bin_32,mOTU_46203,Actinomycetota,Geodermatophilaceae
MAG_159,raw-080913-2_rerun_bin_56,mOTU_46106,Actinomycetota,Mycobacteriaceae
MAG_134,raw-080913-2_bin_84,mOTU_46117,Actinomycetota,Microbacteriaceae
MAG_102,raw-080913-2_bin_40,mOTU_46098,Actinomycetota,Nocardioidaceae
MAG_169,raw-080913-2_rerun_bin_8,mOTU_52268,Bacillota_A,Lachnospiraceae
MAG_147,raw-080913-2_rerun_bin_111,mOTU_51709,Actinomycetota,Actinomycetaceae
MAG_70,raw-080913-2_bin_111,mOTU_48466,Bacillota,Lactobacillaceae
MAG_131,raw-080913-2_bin_80,mOTU_46116,Actinomycetota,Actinomycetaceae
MAG_88,raw-080913-2_bin_20,mOTU_51249,Actinomycetota,Mycobacteriaceae
MAG_115,raw-080913-2_bin_57,mOTU_53807,Actinomycetota,Nakamurellaceae
MAG_159,raw-080913-2_rerun_bin_56,mOTU_46088,Actinomycetota,Mycobacteriaceae
MAG_112,raw-080913-2_bin_51,mOTU_50802,Actinomycetota,Propionibacteriaceae
MAG_151,raw-080913-2_rerun_bin_25,mOTU_52286,Pseudomonadota,Enterobacteriaceae
MAG_162,raw-080913-2_rerun_bin_64,mOTU_53745,Actinomycetota,JAAYBP01
MAG_146,raw-080913-2_rerun_bin_105,mOTU_51498,Actinomycetota,Microbacteriaceae
MAG_150,raw-080913-2_rerun_bin_19,mOTU_52308,Pseudomonadota,Enterobacteriaceae
MAG_127,raw-080913-2_bin_74,mOTU_50689,Actinomycetota,Propionibacteriaceae
MAG_163,raw-080913-2_rerun_bin_71,mOTU_46229,Actinomycetota,Actinomycetaceae
MAG_158,raw-080913-2_rerun_bin_55,mOTU_51262,Actinomycetota,Nocardioidaceae
MAG_63,raw-080913-2_bin_100,mOTU_48167,Bacillota,Lactobacillales; Unclassified family
MAG_149,raw-080913-2_rerun_bin_17,mOTU_46304,Actinomycetota,Mycobacteriaceae
MAG_160,raw-080913-2_rerun_bin_59,mOTU_51401,Actinomycetota,Dermatophilaceae
