vOTU,domain,realm,kingdom,phylum,class,order,family,viral_tax
080913_2_rerun_k141_928094,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000620,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000334,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000250,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_709290,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_709538,Viruses,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Retroviridae
080913_2_rerun_k141_56518,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000564,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_495472,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_495502,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3101116,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1144945,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1365892,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1579093,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_495837,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridoviridae
080913_2_rerun_k141_1794427,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2448107,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_929216,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000101,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2012167,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000765,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1145689,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2884483,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2012267,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2884517,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_710665,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2012630,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Mimiviridae
080913_2_rerun_k141_2233062,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3319181,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000507,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1580522,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_58570,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phycodnaviridae
080913_2_rerun_k141_1580757,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2664794,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000088,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_930833,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000127,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_59200,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080813-7-mc_bin_3_k141_1581837,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phycodnaviridae
080913_2_rerun_k141_2665631,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_59467,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1796868,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080913-2_rerun_bin_137_k141_3104766,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1582959,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2666585,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000563,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000455,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000560,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000069,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2235631,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_500115,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2015584,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000666,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3105900,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080913-2_rerun_bin_136_k141_2667473,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080913-2_rerun_bin_131_k141_933578,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_500569,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3106686,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000817,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_276847,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000460,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000287,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000031,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000135,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_935291,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3108329,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3324581,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000007,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_715964,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_716027,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080913-2_rerun_bin_161_k141_1800411,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000098,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2239155,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_278440,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_278786,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_936584,Viruses,Naldaviricetes,Lefavirales,Baculoviridae,,,,Baculoviridae; Unclassified class
080913_2_rerun_k141_1153440,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1801643,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3326035,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080913-2_rerun_bin_131_k141_1153978,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000733,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000058,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1802049,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000220,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Drexlerviridae,,Drexlerviridae; Unclassified family
cn_080913_2_rerun_000000000081,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2240907,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_717815,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1154789,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2456014,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_66713,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000447,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000748,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_505579,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phycodnaviridae
cn_080913_2_rerun_000000000099,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1155470,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_281228,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1155604,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2893722,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1375335,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000156,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000502,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1375555,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000496,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_68264,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2243204,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_68355,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_282396,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000520,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2024084,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000551,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1805332,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2895154,Viruses,Varidnaviria,Bamfordvirae,,,,,Bamfordvirae; Unclassified phylum
080913_2_rerun_k141_2895162,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3329691,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000087,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2459215,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Poxviridae
raw-080913-2_rerun_bin_160_k141_720950,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3330024,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000533,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000467,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000645,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2895912,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Demerecviridae,,Demerecviridae; Unclassified family
080913_2_rerun_k141_1592342,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000542,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000159,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2460272,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3114706,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000355,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000764,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2460707,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000506,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000194,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2246227,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1807456,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3115388,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1379435,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080913-2_rerun_bin_196_k141_1807662,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae,,Herelleviridae; Unclassified family
080913_2_rerun_k141_71563,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2026638,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1380021,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_943453,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_511463,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000293,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1808810,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_724255,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1380791,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000783,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1381104,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1809687,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,,Kyanoviridae; Unclassified family
080913_2_rerun_k141_2679505,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phycodnaviridae
080913_2_rerun_k141_2463700,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2679714,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_514114,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000623,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000674,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000195,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_75136,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_726365,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polintoviricetes,Orthopolintovirales,Adintoviridae,Adintoviridae
cn_080913_2_rerun_000000000335,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2030409,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000543,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3336039,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080813-7-mc_raw-080813-7-mc_bin_2_k141_1164409,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2902427,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_727356,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1812706,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2031529,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3337356,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2466619,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000539,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_517319,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000326,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_728787,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3122243,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080913-2_rerun_bin_130_k141_290885,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Mimiviridae
cn_080913_2_rerun_000000000205,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3338614,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_949443,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_949593,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3122780,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3122839,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_78776,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000653,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_730228,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_730338,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000102,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_730531,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1387245,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
