vOTU,domain,realm,kingdom,phylum,class,order,family,viral_tax
cn_080613_5_ph_rerun_000000000284,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000204,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1062485,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_829405,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_713911,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_166_k141_1062541,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_480181,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_713946,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000401,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_181_k141_714006,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_364285,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_480371,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000624,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000596,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1179801,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae,,Herelleviridae; Unclassified family
080613_5_ph_rerun_k141_1413857,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_596809,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1063085,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_364832,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000310,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000536,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1063411,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_714668,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_948983,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_949095,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1297831,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000184,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_365992,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_366305,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_597722,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000045,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_830321,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1764958,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_14465,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000497,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_133983,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000103,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_177_k141_1532463,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae,,Herelleviridae; Unclassified family
cn_080613_5_ph_rerun_000000000559,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1065432,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1299404,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000271,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1765479,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1182148,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1532734,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phycodnaviridae
cn_080613_5_ph_rerun_000000000203,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1299681,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1416508,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_951392,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000434,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_70_k141_134809,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_599589,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1649674,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_832087,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_135194,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000085,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1417155,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_68_k141_483598,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1650067,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_718143,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_600203,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1650396,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_16249,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_135978,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1417685,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000548,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1183769,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000099,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000516,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_37_k141_1417920,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000147,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000200,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000311,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000257,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_485091,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1185012,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_251436,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000595,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_953953,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_70_k141_1185172,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080913-2_rerun_bin_2_k141_602037,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1768316,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae,,Straboviridae; Unclassified family
080613_5_ph_rerun_k141_1302199,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000034,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080813-7-mc_raw-080813-7-mc_bin_2_k141_138224,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_720020,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000461,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1536488,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1186029,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000617,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_720600,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_370595,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000073,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000130,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_721230,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000003,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_487130,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_19741,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_70_k141_1653546,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_487434,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_955918,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Mimiviridae
080613_5_ph_rerun_k141_1420907,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000509,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_254256,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_70_k141_1070165,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1187778,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1304292,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1070655,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000298,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1421627,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_73_k141_957148,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000558,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1421731,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_255058,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000104,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000616,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_836740,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_372457,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae,,Autographiviridae; Unclassified family
cn_080613_5_ph_rerun_000000000544,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000379,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_372635,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000505,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000120,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1655595,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_22165,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_255916,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_82_k141_1539747,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000008,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_141944,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_838350,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1656470,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000582,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1540130,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000346,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_838605,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_838655,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000012,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1773435,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_959441,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_23420,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000195,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1540716,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1073100,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_607508,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_201_k141_142893,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000028,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polintoviricetes,Orthopolintovirales,Adintoviridae,Adintoviridae
cn_080613_5_ph_rerun_000000000275,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_1191105,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_143002,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000033,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000373,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080613_5_ph_rerun_000000000135,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_960384,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_839794,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080613_5_ph_rerun_k141_24468,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
